G,V,0.002132603
G,J,0.000947824
G,Q,0.000559559
G,X,0.000145599
H,E,47.41504902
H,A,15.6225139
H,I,12.81639089
H,O,7.478549588
H,T,2.650969377
H,R,1.182774795
H,U,1.17756044
H,Y,0.61492203
H,N,0.231108576
H,S,0.199303713
H,L,0.154935325
H,M,0.140297843
H,B,0.074894294
H,W,0.058536403
H,F,0.045861791
H,D,0.038411194
H,C,0.012803087
H,H,0.011925012
H,P,0.005757236
H,K,0.004890752
H,Q,0.004521748
H,V,0.003401213
H,G,0.002320282
H,J,0.000521629
H,Z,0.000306215
H,X,4.35E-05
I,N,26.10493785
I,T,12.78814193
I,S,11.9087147
I,C,5.89377001
I,O,5.672912614
I,L,5.166604053
I,D,3.997332333
I,E,3.856866817
I,M,3.790532786
I,R,3.732140892
I,G,3.004316544
I,V,2.374706131
I,F,2.204253788
I,A,2.085861413
I,P,0.829470039
I,K,0.792776572
I,B,0.741631846
I,Z,0.502263119
I,X,0.201082932
I,U,0.123917163
I,I,0.088337269
I,Q,0.060832002
I,H,0.012589884
I,J,0.007946201
I,W,0.006437593
I,Y,0.002939997
J,U,34.73302261
J,O,27.83897381
J,E,20.19388771
J,A,13.90732356
J,I,2.701664528
J,R,0.227276729
J,Y,0.028746464
J,C,0.027309141
J,N,0.021847312
J,P,0.019116398
J,J,0.015882421
J,L,0.014876295
J,F,0.013546771
J,S,0.012468779
J,T,0.012181314
J,D,0.011929782
J,H,0.010959589
J,B,0.007689679
J,K,0.00618049
J,M,0.005318096
J,G,0.004491635
J,V,0.003808906
J,Z,0.001904453
J,W,0.001185792
J,X,0.000251532
J,Q,0.000215598
K,E,32.90051866
K,I,13.25584546
K,N,8.743783456
K,S,6.159254945
K,A,1.879825909
K,L,1.802192454
K,Y,1.117187892
K,O,0.779097616
K,U,0.295418616
K,W,0.280243994
K,F,0.269904751
K,R,0.265039662
K,H,0.262670252
K,M,0.159790327
K,G,0.116494747
K,T,0.112654669
K,B,0.100577364
K,P,0.064657407
K,D,0.049334233
K,K,0.047915558
K,C,0.022386838
K,V,0.010985446
K,J,0.010406092
K,X,0.000876459
K,Q,0.000690768
K,Z,0.000178263
L,E,16.2707517
L,L,13.09574577
L,I,11.98900068
L,A,9.317620409
L,Y,8.620460217
L,O,7.86562101
L,D,6.739625081
L,S,2.185360213
L,U,1.924558001
L,T,1.798746284
L,F,1.299280325
L,K,0.709027302
L,V,0.59673216
L,M,0.540661621
L,P,0.407591971
L,W,0.356006227
L,R,0.253590921
L,C,0.169381932
L,B,0.134610283
L,N,0.101089514
L,G,0.097485282
L,H,0.027031738
L,Z,0.009160402
L,X,0.002004236
L,Q,0.001112365
L,J,0.001027559
M,E,25.87615766
M,A,16.69849709
M,O,11.15045532
M,I,9.580413188
M,P,5.537651461
M,Y,3.652271012
M,U,3.518164287
M,S,2.585959688
M,B,2.519279484
M,M,2.464177641
M,N,0.336502534
M,F,0.174903013
M,C,0.170834311
M,L,0.162603909
M,R,0.148261156
M,T,0.041837876
M,W,0.016223656
M,H,0.014286954
M,D,0.011985232
M,G,0.008265276
M,V,0.005870555
M,Z,0.004003602
M,K,0.003094538
M,X,0.001146211
M,J,0.000950914
M,Q,0.000341771
N,D,16.25963887
N,G,11.99697345
N,T,9.638203169
N,E,8.479178685
N,O,6.054792742
N,S,4.307239083
N,C,3.703611401
N,I,3.27410604
N,A,2.841425528
N,Y,1.346186423
N,K,0.947997645
N,N,0.936488548
N,L,0.831056988
N,U,0.660842419
N,F,0.55514709
N,V,0.437205103
N,M,0.231767027
N,H,0.116223767
N,J,0.107130762
N,R,0.104380618
N,W,0.082605199
N,Q,0.0804413
N,B,0.060693348
N,P,0.048130002
N,X,0.041243065
N,Z,0.033818669
O,N,14.84273298
O,U,12.19787717
O,R,11.87730191
O,F,10.46806737
O,M,5.60534166
O,T,4.732232857
O,W,4.409670384
O,O,3.358158649
O,L,3.291132555
O,S,2.834463294
O,P,1.960694828
O,V,1.878678977
O,D,1.778665994
O,C,1.174429681
O,K,1.141879577
O,I,0.995849493
O,B,0.81802545
O,A,0.693720866
O,G,0.581566196
O,Y,0.451882591
O,E,0.445510336
O,H,0.293438578
O,X,0.108602811
O,Z,0.05469294
O,J,0.03524111
O,Q,0.015691303
P,E,18.25734359
P,R,14.74448857
P,O,12.88148917
P,A,12.06613408
P,L,9.622010495
P,P,5.694721006
P,I,5.530865815
P,U,4.13945307
P,T,3.408949049
P,H,2.683233723
P,S,2.303521974
P,Y,0.476125619
P,M,0.25325771
P,B,0.060145897
P,W,0.056028367
P,K,0.041037938
P,F,0.039845447
P,N,0.030892396
P,C,0.021140189
P,D,0.015052863
P,G,0.01319857
P,Z,0.002463026
P,X,0.002022865
P,J,0.001673234
P,V,0.001314238
P,Q,0.000190424
Q,U,98.70213841
Q,I,0.182728547
Q,A,0.137810325
Q,W,0.077430458
Q,B,0.022611894
Q,S,0.015583873
Q,X,0.010328135
Q,O,0.009533663
Q,T,0.009411437
Q,V,0.009228097
Q,N,0.008800305
Q,R,0.008311399
Q,E,0.007455814
Q,Q,0.007028021
Q,P,0.004339039
Q,C,0.004216813
Q,L,0.003300114
Q,M,0.002750095
Q,D,0.002688982
Q,H,0.002138963
Q,K,0.001344491
Q,F,0.001161151
Q,Z,0.000427793
Q,J,0.000366679
Q,Y,0.000366679
Q,G,0.00018334
R,E,22.79955024
R,O,8.894406439
R,I,8.408562531
R,A,7.263706077
R,S,5.166816062
R,T,4.376108439
R,Y,3.275268642
R,D,2.660372085
R,N,2.245595955
R,M,1.727315777
R,R,1.723155401
R,U,1.710546975
R,L,1.282822954
R,K,1.212427356
R,C,1.189263689
R,G,1.099674815
R,V,0.667855997
R,P,0.473480437
R,F,0.3709456
R,B,0.303194357
R,H,0.228160047
R,W,0.20043964
R,Q,0.012042329
R,J,0.00852038
R,Z,0.008505914
R,X,0.004884632
S,T,12.95703265
S,E,10.58458293
S,H,5.615315475
S,I,5.582876242
S,O,4.974837206
S,S,4.633232354
S,A,3.851007634
S,U,3.200097918
S,P,2.187014416
S,C,1.561246835
S,L,0.902766084
S,M,0.777009907
S,K,0.689077052
S,W,0.489827501
S,Y,0.445644472
S,N,0.18898192
S,F,0.146939422
S,Q,0.120311112
S,B,0.118728466
S,D,0.064429791
S,R,0.047433869
S,G,0.042091643
S,V,0.009690634
S,Z,0.004231917
S,J,0.001966704
S,X,0.000342194
T,H,32.15571576
T,O,9.922352723
T,E,8.871554799
T,I,7.765069484
T,A,3.854330483
T,R,2.994442546
T,S,2.378204367
T,T,1.862895874
T,U,1.709688215
T,Y,1.480919674
T,L,1.177466352
T,W,0.601888123
T,C,0.35466835
T,M,0.175665709
T,N,0.097750853
T,F,0.072671999
T,Z,0.034334153
T,B,0.027167873
T,X,0.022425556
T,P,0.014858095
T,G,0.01409135
T,V,0.012431008
T,D,0.007163155
T,K,0.004670455
T,J,0.001046697
T,Q,7.94E-05
U,R,14.03976555
U,T,14.00163071
U,S,12.56633204
U,N,11.72966429
U,L,10.23844375
U,G,4.844880493
U,P,4.697144879
U,C,4.307975973
U,E,3.318923629
U,M,2.931258987
U,I,2.655980796
U,A,2.53665286
U,D,2.277599669
U,B,2.131514824
U,F,0.592723227
U,O,0.229704573
U,Y,0.218925049
U,K,0.111299005
U,Z,0.099526955
U,X,0.087589829
U,V,0.073713048
U,H,0.050703385
U,U,0.010820794
U,Q,0.010736192
U,J,0.007723538
U,W,0.006865138
V,E,68.61320985
V,I,16.91347231
V,A,7.797345867
V,O,5.132962017
V,Y,0.600870214
V,U,0.171575648
V,R,0.072379463
V,S,0.037253081
V,L,0.02884784
V,V,0.018011231
V,N,0.015024294
V,D,0.01188801
V,C,0.007730194
V,H,0.007485265
V,P,0.004832864
V,T,0.004593909
V,K,0.003363291
V,G,0.003100441
V,J,0.002049039
V,W,0.00172645
V,M,0.001660737
V,F,0.000937898
V,B,0.000537649
V,X,0.000113504
V,Z,9.56E-05
V,Q,2.39E-05
W,A,20.93619234
W,H,17.83411234
W,I,16.16747046
W,E,15.65974395
W,O,10.10754719
W,N,4.005488226
W,S,1.402177043
W,R,1.174212843
W,L,0.671799854
W,D,0.264649726
W,Y,0.169925451
W,T,0.119140207
W,F,0.105651423
W,K,0.078858743
W,U,0.070854969
W,B,0.058976586
W,M,0.035728932
W,P,0.025951306
W,C,0.018906806
W,G,0.005321558
W,Q,0.004105049
W,W,0.00294481
W,V,0.001251343
W,Z,0.000892285
W,J,0.000667204
W,X,0.000158093
X,P,23.2082517
X,T,17.29022461
X,C,12.34198619
X,I,11.16079291
X,E,8.238612418
X,A,8.096865113
X,H,1.934540635
X,U,1.438853358
X,O,1.127639731
X,X,0.644390034
X,Y,0.563391574
X,V,0.501169407
X,Q,0.290278746
X,F,0.225623883
X,L,0.186221079
X,W,0.134003798
X,B,0.073015109
X,M,0.05437587
X,S,0.037381269
X,N,0.015829648
X,K,0.008291721
X,R,0.007572191
X,G,0.007435138
X,Z,0.006441502
X,D,0.003289278
X,J,0.000890846
Y,O,12.60871884
Y,E,5.578963673
Y,S,3.824371874
Y,I,1.56271888
Y,T,0.870225259
Y,A,0.703074648
Y,M,0.649725236
Y,L,0.496839821
Y,B,0.44173446
Y,P,0.392386557
Y,N,0.379040137
Y,W,0.265498855
Y,R,0.261820732
Y,C,0.231144517
Y,D,0.175268474
Y,H,0.056713217
Y,G,0.056196406
Y,F,0.054833355
Y,U,0.053573061
Y,Z,0.0367359
Y,K,0.022086874
Y,V,0.013219484
Y,X,0.007879102
Y,Y,0.00652814
Y,J,0.001668302
Y,Q,0.000770683
Z,E,45.31894199
Z,A,15.57683169
Z,I,12.02325486
Z,Z,5.339890627
Z,O,4.827820716
Z,Y,3.056603746
Z,L,2.493204632
Z,U,1.153037948
Z,H,0.435866892
Z,V,0.23615747
Z,R,0.23407267
Z,G,0.217394274
Z,T,0.178430088
Z,M,0.170666007
Z,B,0.158876106
Z,K,0.132348829
Z,N,0.118186569
Z,S,0.109847371
Z,W,0.106468558
Z,C,0.077065695
Z,P,0.074837116
Z,D,0.045002915
Z,Q,0.012580687
Z,F,0.011286674
Z,J,0.008195419
Z,X,0.007835971
